estrategia,mes_absoluto,anio,mes_calendario,fecha,ocupacion_asumida,ingreso_bruto,gastos,ingreso_neto,ingreso_neto_acumulado,balance_acumulado,roi_acumulado
4. Mixto (curso+verano),284,24,4,2050-04-01,0.95,833.625,207.83496458333332,625.7900354166667,220962.3830683278,-43162.11693167221,0.9286084600476058
1. Residencial anual,285,24,5,2050-05-01,0.95,912.0,212.92933958333333,699.0706604166667,199235.13821875,-64889.36178124999,0.837298332501576
2. Estudiantil x habitacion,285,24,5,2050-05-01,0.95,833.625,207.83496458333332,625.7900354166667,153818.33134375,-110306.16865625,0.6464313147457449
3. Turistico (Airbnb/Booking),285,24,5,2050-05-01,0.6,2650.272,1217.2227795833332,1433.049220416667,408082.5201396198,143958.02013961982,1.7149927301517958
4. Mixto (curso+verano),285,24,5,2050-05-01,0.95,833.625,207.83496458333332,625.7900354166667,221588.17310374446,-42536.326896255545,0.9312383824490206
1. Residencial anual,286,24,6,2050-06-01,0.95,912.0,212.92933958333333,699.0706604166667,199934.20887916666,-64190.29112083334,0.8402362213875464
2. Estudiantil x habitacion,286,24,6,2050-06-01,0.95,833.625,207.83496458333332,625.7900354166667,154444.12137916667,-109680.37862083333,0.6490612371471598
3. Turistico (Airbnb/Booking),286,24,6,2050-06-01,0.625,2760.7,1256.5383395833335,1504.1616604166666,409586.68180003646,145462.18180003646,1.7213140651398884
4. Mixto (curso+verano),286,24,6,2050-06-01,0.95,833.625,207.83496458333332,625.7900354166667,222213.96313916112,-41910.53686083888,0.9338683048504355
1. Residencial anual,287,24,7,2050-07-01,0.95,912.0,212.92933958333333,699.0706604166667,200633.27953958334,-63491.22046041666,0.8431741102735169
2. Estudiantil x habitacion,287,24,7,2050-07-01,0.3,263.25,170.76058958333334,92.48941041666667,154536.61078958333,-109587.88921041667,0.6494499297734118
3. Turistico (Airbnb/Booking),287,24,7,2050-07-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,411142.90137958335,147018.40137958335,1.7278541768421238
4. Mixto (curso+verano),287,24,7,2050-07-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,223770.18271870798,-40354.317281292024,0.9404084165526706
1. Residencial anual,288,24,8,2050-08-01,0.95,912.0,212.92933958333333,699.0706604166667,201332.3502,-62792.149800000014,0.8461119991594872
2. Estudiantil x habitacion,288,24,8,2050-08-01,0.3,263.25,170.76058958333334,92.48941041666667,154629.10020000002,-109495.39979999998,0.6498386223996638
3. Turistico (Airbnb/Booking),288,24,8,2050-08-01,0.65,2871.128,1295.8538995833335,1575.274100416667,412718.17548,148593.67547999998,1.7344743663794915
4. Mixto (curso+verano),288,24,8,2050-08-01,0.65,2871.128,1295.8538995833335,1575.274100416667,225345.45681912464,-38779.043180875364,0.9470286060900384
1. Residencial anual,289,25,9,2050-09-01,0.95,912.0,212.92933958333333,699.0706604166667,202031.42086041666,-62093.07913958334,0.8490498880454577
2. Estudiantil x habitacion,289,25,9,2050-09-01,0.95,833.625,207.83496458333332,625.7900354166667,155254.89023541668,-108869.60976458332,0.6524685448010787
3. Turistico (Airbnb/Booking),289,25,9,2050-09-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,414274.39505954686,150149.89505954686,1.7410144780817267
4. Mixto (curso+verano),289,25,9,2050-09-01,0.95,833.625,207.83496458333332,625.7900354166667,225971.2468545413,-38153.2531454587,0.9496585284914533
1. Residencial anual,290,25,10,2050-10-01,0.95,912.0,212.92933958333333,699.0706604166667,202730.49152083334,-61394.00847916666,0.8519877769314282
2. Estudiantil x habitacion,290,25,10,2050-10-01,0.95,833.625,207.83496458333332,625.7900354166667,155880.68027083334,-108243.81972916666,0.6550984672024935
3. Turistico (Airbnb/Booking),290,25,10,2050-10-01,0.625,2760.7,1256.5383395833335,1504.1616604166666,415778.55671996356,151654.05671996356,1.7473358130698196
4. Mixto (curso+verano),290,25,10,2050-10-01,0.95,833.625,207.83496458333332,625.7900354166667,226597.03688995796,-37527.46311004204,0.9522884508928681
1. Residencial anual,291,25,11,2050-11-01,0.95,912.0,212.92933958333333,699.0706604166667,203429.56218125,-60694.93781875001,0.8549256658173986
2. Estudiantil x habitacion,291,25,11,2050-11-01,0.95,833.625,207.83496458333332,625.7900354166667,156506.47030625,-107618.02969375,0.6577283896039084
3. Turistico (Airbnb/Booking),291,25,11,2050-11-01,0.6,2650.272,1217.2227795833332,1433.049220416667,417211.6059403802,153087.1059403802,1.7533582935086371
4. Mixto (curso+verano),291,25,11,2050-11-01,0.95,833.625,207.83496458333332,625.7900354166667,227222.82692537465,-36901.673074625345,0.9549183732942831
1. Residencial anual,292,25,12,2050-12-01,0.95,912.0,212.92933958333333,699.0706604166667,204128.63284166667,-59995.867158333334,0.8578635547033691
2. Estudiantil x habitacion,292,25,12,2050-12-01,0.95,833.625,207.83496458333332,625.7900354166667,157132.26034166667,-106992.23965833333,0.6603583120053232
3. Turistico (Airbnb/Booking),292,25,12,2050-12-01,0.575,2539.8439999999996,1177.9072195833332,1361.9367804166666,418573.54272079683,154449.04272079683,1.7590819193981795
4. Mixto (curso+verano),292,25,12,2050-12-01,0.95,833.625,207.83496458333332,625.7900354166667,227848.61696079132,-36275.88303920868,0.9575482956956979
1. Residencial anual,293,25,1,2051-01-01,0.95,912.0,212.92933958333333,699.0706604166667,204827.70350208334,-59296.79649791666,0.8608014435893395
2. Estudiantil x habitacion,293,25,1,2051-01-01,0.95,833.625,207.83496458333332,625.7900354166667,157758.05037708333,-106366.44962291667,0.6629882344067382
3. Turistico (Airbnb/Booking),293,25,1,2051-01-01,0.5566987298107781,2459.005093421784,1149.1262321353106,1309.8788612864735,419883.42158208333,155758.92158208333,1.7645867685735799
4. Mixto (curso+verano),293,25,1,2051-01-01,0.95,833.625,207.83496458333332,625.7900354166667,228474.40699620798,-35650.09300379202,0.9601782180971128
1. Residencial anual,294,25,2,2051-02-01,0.95,912.0,212.92933958333333,699.0706604166667,205526.7741625,-58597.72583750001,0.8637393324753099
2. Estudiantil x habitacion,294,25,2,2051-02-01,0.95,833.625,207.83496458333332,625.7900354166667,158383.8404125,-105740.6595875,0.665618156808153
3. Turistico (Airbnb/Booking),294,25,2,2051-02-01,0.5499999999999999,2429.4159999999997,1138.5916595833332,1290.8243404166667,421174.2459225,157049.74592249998,1.7700115399138474
4. Mixto (curso+verano),294,25,2,2051-02-01,0.95,833.625,207.83496458333332,625.7900354166667,229100.19703162464,-35024.302968375356,0.9628081404985276
1. Residencial anual,295,25,3,2051-03-01,0.95,912.0,212.92933958333333,699.0706604166667,206225.84482291667,-57898.65517708333,0.8666772213612803
2. Estudiantil x habitacion,295,25,3,2051-03-01,0.95,833.625,207.83496458333332,625.7900354166667,159009.63044791666,-105114.86955208334,0.6682480792095677
3. Turistico (Airbnb/Booking),295,25,3,2051-03-01,0.5566987298107781,2459.005093421784,1149.1262321353106,1309.8788612864735,422484.1247837865,158359.62478378648,1.7755163890892476
4. Mixto (curso+verano),295,25,3,2051-03-01,0.95,833.625,207.83496458333332,625.7900354166667,229725.9870670413,-34398.51293295869,0.9654380628999425
1. Residencial anual,296,25,4,2051-04-01,0.95,912.0,212.92933958333333,699.0706604166667,206924.91548333335,-57199.584516666655,0.8696151102472509
2. Estudiantil x habitacion,296,25,4,2051-04-01,0.95,833.625,207.83496458333332,625.7900354166667,159635.42048333335,-104489.07951666665,0.6708780016109828
3. Turistico (Airbnb/Booking),296,25,4,2051-04-01,0.575,2539.8439999999996,1177.9072195833332,1361.9367804166666,423846.0615642031,159721.56156420312,1.7812400149787901
4. Mixto (curso+verano),296,25,4,2051-04-01,0.95,833.625,207.83496458333332,625.7900354166667,230351.77710245797,-33772.72289754203,0.9680679853013573
1. Residencial anual,297,25,5,2051-05-01,0.95,912.0,212.92933958333333,699.0706604166667,207623.98614375,-56500.51385625001,0.8725529991332213
2. Estudiantil x habitacion,297,25,5,2051-05-01,0.95,833.625,207.83496458333332,625.7900354166667,160261.21051875,-103863.28948124999,0.6735079240123976
3. Turistico (Airbnb/Booking),297,25,5,2051-05-01,0.6,2650.272,1217.2227795833332,1433.049220416667,425279.1107846198,161154.6107846198,1.787262495417608
4. Mixto (curso+verano),297,25,5,2051-05-01,0.95,833.625,207.83496458333332,625.7900354166667,230977.56713787463,-33146.932862125366,0.9706979077027722
1. Residencial anual,298,25,6,2051-06-01,0.95,912.0,212.92933958333333,699.0706604166667,208323.05680416667,-55801.44319583333,0.8754908880191917
2. Estudiantil x habitacion,298,25,6,2051-06-01,0.95,833.625,207.83496458333332,625.7900354166667,160887.00055416668,-103237.49944583332,0.6761378464138125
3. Turistico (Airbnb/Booking),298,25,6,2051-06-01,0.625,2760.7,1256.5383395833335,1504.1616604166666,426783.27244503645,162658.77244503645,1.7935838304057006
4. Mixto (curso+verano),298,25,6,2051-06-01,0.95,833.625,207.83496458333332,625.7900354166667,231603.3571732913,-32521.142826708703,0.973327830104187
1. Residencial anual,299,25,7,2051-07-01,0.95,912.0,212.92933958333333,699.0706604166667,209022.12746458335,-55102.37253541665,0.8784287769051622
2. Estudiantil x habitacion,299,25,7,2051-07-01,0.3,263.25,170.76058958333334,92.48941041666667,160979.48996458334,-103145.01003541666,0.6765265390400644
3. Turistico (Airbnb/Booking),299,25,7,2051-07-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,428339.49202458333,164214.99202458333,1.8001239421079358
4. Mixto (curso+verano),299,25,7,2051-07-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,233159.57675283815,-30964.923247161845,0.9798679418064221
1. Residencial anual,300,25,8,2051-08-01,0.95,912.0,212.92933958333333,699.0706604166667,209721.198125,-54403.301875000005,0.8813666657911325
2. Estudiantil x habitacion,300,25,8,2051-08-01,0.3,263.25,170.76058958333334,92.48941041666667,161071.979375,-103052.520625,0.6769152316663164
3. Turistico (Airbnb/Booking),300,25,8,2051-08-01,0.65,2871.128,1295.8538995833335,1575.274100416667,429914.766125,165790.26612500002,1.8067441316453037
4. Mixto (curso+verano),300,25,8,2051-08-01,0.65,2871.128,1295.8538995833335,1575.274100416667,234734.85085325484,-29389.649146745156,0.9864881313437901
1. Residencial anual,301,26,9,2051-09-01,0.95,912.0,212.92933958333333,699.0706604166667,210420.26878541667,-53704.23121458333,0.884304554677103
2. Estudiantil x habitacion,301,26,9,2051-09-01,0.95,833.625,207.83496458333332,625.7900354166667,161697.76941041666,-102426.73058958334,0.6795451540677313
3. Turistico (Airbnb/Booking),301,26,9,2051-09-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,431470.98570454685,167346.48570454685,1.8132842433475387
4. Mixto (curso+verano),301,26,9,2051-09-01,0.95,833.625,207.83496458333332,625.7900354166667,235360.6408886715,-28763.859111328493,0.9891180537452049
1. Residencial anual,302,26,10,2051-10-01,0.95,912.0,212.92933958333333,699.0706604166667,211119.33944583332,-53005.16055416668,0.8872424435630735
2. Estudiantil x habitacion,302,26,10,2051-10-01,0.95,833.625,207.83496458333332,625.7900354166667,162323.55944583335,-101800.94055416665,0.6821750764691462
3. Turistico (Airbnb/Booking),302,26,10,2051-10-01,0.625,2760.7,1256.5383395833335,1504.1616604166666,432975.14736496354,168850.64736496354,1.8196055783356315
4. Mixto (curso+verano),302,26,10,2051-10-01,0.95,833.625,207.83496458333332,625.7900354166667,235986.43092408817,-28138.06907591183,0.9917479761466198
1. Residencial anual,303,26,11,2051-11-01,0.95,912.0,212.92933958333333,699.0706604166667,211818.41010625,-52306.08989375,0.8901803324490439
2. Estudiantil x habitacion,303,26,11,2051-11-01,0.95,833.625,207.83496458333332,625.7900354166667,162949.34948125,-101175.15051874999,0.6848049988705611
3. Turistico (Airbnb/Booking),303,26,11,2051-11-01,0.6,2650.272,1217.2227795833332,1433.049220416667,434408.1965853802,170283.69658538018,1.8256280587744491
4. Mixto (curso+verano),303,26,11,2051-11-01,0.95,833.625,207.83496458333332,625.7900354166667,236612.22095950483,-27512.279040495167,0.9943778985480346
1. Residencial anual,304,26,12,2051-12-01,0.95,912.0,212.92933958333333,699.0706604166667,212517.48076666667,-51607.019233333325,0.8931182213350144
2. Estudiantil x habitacion,304,26,12,2051-12-01,0.95,833.625,207.83496458333332,625.7900354166667,163575.13951666668,-100549.36048333332,0.6874349212719759
3. Turistico (Airbnb/Booking),304,26,12,2051-12-01,0.575,2539.8439999999996,1177.9072195833332,1361.9367804166666,435770.1333657969,171645.63336579688,1.831351684663992
4. Mixto (curso+verano),304,26,12,2051-12-01,0.95,833.625,207.83496458333332,625.7900354166667,237238.0109949215,-26886.489005078503,0.9970078209494494
1. Residencial anual,305,26,1,2052-01-01,0.95,912.0,212.92933958333333,699.0706604166667,213216.55142708332,-50907.94857291668,0.8960561102209847
2. Estudiantil x habitacion,305,26,1,2052-01-01,0.95,833.625,207.83496458333332,625.7900354166667,164200.92955208334,-99923.57044791666,0.6900648436733908
3. Turistico (Airbnb/Booking),305,26,1,2052-01-01,0.5566987298107781,2459.005093421784,1149.1262321353106,1309.8788612864735,437080.0122270833,172955.51222708332,1.836856533839392
4. Mixto (curso+verano),305,26,1,2052-01-01,0.95,833.625,207.83496458333332,625.7900354166667,237863.80103033816,-26260.69896966184,0.9996377433508643
1. Residencial anual,306,26,2,2052-02-01,0.95,912.0,212.92933958333333,699.0706604166667,213915.6220875,-50208.8779125,0.8989939991069552
2. Estudiantil x habitacion,306,26,2,2052-02-01,0.95,833.625,207.83496458333332,625.7900354166667,164826.7195875,-99297.7804125,0.6926947660748056
3. Turistico (Airbnb/Booking),306,26,2,2052-02-01,0.5499999999999999,2429.4159999999997,1138.5916595833332,1290.8243404166667,438370.8365675,174246.33656750002,1.8422813051796596
4. Mixto (curso+verano),306,26,2,2052-02-01,0.95,833.625,207.83496458333332,625.7900354166667,238489.59106575482,-25634.908934245177,1.002267665752279
1. Residencial anual,307,26,3,2052-03-01,0.95,912.0,212.92933958333333,699.0706604166667,214614.69274791668,-49509.80725208332,0.9019318879929257
2. Estudiantil x habitacion,307,26,3,2052-03-01,0.95,833.625,207.83496458333332,625.7900354166667,165452.50962291667,-98671.99037708333,0.6953246884762205
3. Turistico (Airbnb/Booking),307,26,3,2052-03-01,0.5566987298107781,2459.005093421784,1149.1262321353106,1309.8788612864735,439680.71542878647,175556.21542878647,1.8477861543550598
4. Mixto (curso+verano),307,26,3,2052-03-01,0.95,833.625,207.83496458333332,625.7900354166667,239115.38110117152,-25009.118898828485,1.0048975881536941
1. Residencial anual,308,26,4,2052-04-01,0.95,912.0,212.92933958333333,699.0706604166667,215313.76340833333,-48810.736591666675,0.9048697768788961
2. Estudiantil x habitacion,308,26,4,2052-04-01,0.95,833.625,207.83496458333332,625.7900354166667,166078.29965833333,-98046.20034166667,0.6979546108776353
3. Turistico (Airbnb/Booking),308,26,4,2052-04-01,0.575,2539.8439999999996,1177.9072195833332,1361.9367804166666,441042.65220920317,176918.15220920317,1.8535097802446026
4. Mixto (curso+verano),308,26,4,2052-04-01,0.95,833.625,207.83496458333332,625.7900354166667,239741.17113658818,-24383.32886341182,1.007527510555109
1. Residencial anual,309,26,5,2052-05-01,0.95,912.0,212.92933958333333,699.0706604166667,216012.83406875,-48111.66593125,0.9078076657648666
2. Estudiantil x habitacion,309,26,5,2052-05-01,0.95,833.625,207.83496458333332,625.7900354166667,166704.08969375,-97420.41030625,0.7005845332790502
3. Turistico (Airbnb/Booking),309,26,5,2052-05-01,0.6,2650.272,1217.2227795833332,1433.049220416667,442475.7014296198,178351.2014296198,1.8595322606834201
4. Mixto (curso+verano),309,26,5,2052-05-01,0.95,833.625,207.83496458333332,625.7900354166667,240366.96117200484,-23757.53882799516,1.0101574329565237
1. Residencial anual,310,26,6,2052-06-01,0.95,912.0,212.92933958333333,699.0706604166667,216711.90472916668,-47412.59527083332,0.9107455546508371
2. Estudiantil x habitacion,310,26,6,2052-06-01,0.95,833.625,207.83496458333332,625.7900354166667,167329.87972916666,-96794.62027083334,0.703214455680465
3. Turistico (Airbnb/Booking),310,26,6,2052-06-01,0.625,2760.7,1256.5383395833335,1504.1616604166666,443979.8630900365,179855.3630900365,1.865853595671513
4. Mixto (curso+verano),310,26,6,2052-06-01,0.95,833.625,207.83496458333332,625.7900354166667,240992.7512074215,-23131.748792578495,1.0127873553579387
1. Residencial anual,311,26,7,2052-07-01,0.95,912.0,212.92933958333333,699.0706604166667,217410.97538958333,-46713.52461041667,0.9136834435368074
2. Estudiantil x habitacion,311,26,7,2052-07-01,0.3,263.25,170.76058958333334,92.48941041666667,167422.36913958334,-96702.13086041666,0.7036031483067171
3. Turistico (Airbnb/Booking),311,26,7,2052-07-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,445536.0826695833,181411.58266958332,1.872393707373748
4. Mixto (curso+verano),311,26,7,2052-07-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,242548.97078696836,-21575.529213031637,1.0193274670601737
1. Residencial anual,312,26,8,2052-08-01,0.95,912.0,212.92933958333333,699.0706604166667,218110.04605,-46014.453949999996,0.9166213324227779
2. Estudiantil x habitacion,312,26,8,2052-08-01,0.3,263.25,170.76058958333334,92.48941041666667,167514.85855,-96609.64145,0.7039918409329692
3. Turistico (Airbnb/Booking),312,26,8,2052-08-01,0.65,2871.128,1295.8538995833335,1575.274100416667,447111.35677,182986.85677,1.8790138969111159
4. Mixto (curso+verano),312,26,8,2052-08-01,0.65,2871.128,1295.8538995833335,1575.274100416667,244124.24488738502,-20000.255112614977,1.0259476565975416
1. Residencial anual,313,27,9,2052-09-01,0.95,912.0,212.92933958333333,699.0706604166667,218809.11671041668,-45315.38328958332,0.9195592213087485
2. Estudiantil x habitacion,313,27,9,2052-09-01,0.95,833.625,207.83496458333332,625.7900354166667,168140.64858541667,-95983.85141458333,0.706621763334384
3. Turistico (Airbnb/Booking),313,27,9,2052-09-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,448667.57634954684,184543.07634954684,1.8855540086133509
4. Mixto (curso+verano),313,27,9,2052-09-01,0.95,833.625,207.83496458333332,625.7900354166667,244750.0349228017,-19374.465077198314,1.0285775789989564
1. Residencial anual,314,27,10,2052-10-01,0.95,912.0,212.92933958333333,699.0706604166667,219508.18737083333,-44616.31262916667,0.9224971101947188
2. Estudiantil x habitacion,314,27,10,2052-10-01,0.95,833.625,207.83496458333332,625.7900354166667,168766.43862083333,-95358.06137916667,0.7092516857357988
3. Turistico (Airbnb/Booking),314,27,10,2052-10-01,0.625,2760.7,1256.5383395833335,1504.1616604166666,450171.73800996353,186047.23800996353,1.8918753436014437
4. Mixto (curso+verano),314,27,10,2052-10-01,0.95,833.625,207.83496458333332,625.7900354166667,245375.82495821835,-18748.67504178165,1.0312075014003712
1. Residencial anual,315,27,11,2052-11-01,0.95,912.0,212.92933958333333,699.0706604166667,220207.25803125,-43917.24196874999,0.9254349990806893
2. Estudiantil x habitacion,315,27,11,2052-11-01,0.95,833.625,207.83496458333332,625.7900354166667,169392.22865625,-94732.27134375,0.7118816081372137
3. Turistico (Airbnb/Booking),315,27,11,2052-11-01,0.6,2650.272,1217.2227795833332,1433.049220416667,451604.78723038017,187480.28723038017,1.8978978240402613
4. Mixto (curso+verano),315,27,11,2052-11-01,0.95,833.625,207.83496458333332,625.7900354166667,246001.61499363504,-18122.88500636496,1.0338374238017862
1. Residencial anual,316,27,12,2052-12-01,0.95,912.0,212.92933958333333,699.0706604166667,220906.32869166665,-43218.171308333345,0.9283728879666596
2. Estudiantil x habitacion,316,27,12,2052-12-01,0.95,833.625,207.83496458333332,625.7900354166667,170018.01869166666,-94106.48130833334,0.7145115305386285
3. Turistico (Airbnb/Booking),316,27,12,2052-12-01,0.575,2539.8439999999996,1177.9072195833332,1361.9367804166666,452966.72401079687,188842.22401079687,1.903621449929804
4. Mixto (curso+verano),316,27,12,2052-12-01,0.95,833.625,207.83496458333332,625.7900354166667,246627.4050290517,-17497.094970948296,1.036467346203201
1. Residencial anual,317,27,1,2053-01-01,0.95,912.0,212.92933958333333,699.0706604166667,221605.39935208333,-42519.10064791667,0.9313107768526301
2. Estudiantil x habitacion,317,27,1,2053-01-01,0.95,833.625,207.83496458333332,625.7900354166667,170643.80872708335,-93480.69127291665,0.7171414529400435
3. Turistico (Airbnb/Booking),317,27,1,2053-01-01,0.5566987298107781,2459.005093421784,1149.1262321353106,1309.8788612864735,454276.6028720833,190152.1028720833,1.909126299105204
4. Mixto (curso+verano),317,27,1,2053-01-01,0.95,833.625,207.83496458333332,625.7900354166667,247253.19506446837,-16871.304935531633,1.039097268604616
1. Residencial anual,318,27,2,2053-02-01,0.95,912.0,212.92933958333333,699.0706604166667,222304.4700125,-41820.02998749999,0.9342486657386005
2. Estudiantil x habitacion,318,27,2,2053-02-01,0.95,833.625,207.83496458333332,625.7900354166667,171269.5987625,-92854.90123749999,0.7197713753414583
3. Turistico (Airbnb/Booking),318,27,2,2053-02-01,0.5499999999999999,2429.4159999999997,1138.5916595833332,1290.8243404166667,455567.4272125,191442.9272125,1.9145510704454718
4. Mixto (curso+verano),318,27,2,2053-02-01,0.95,833.625,207.83496458333332,625.7900354166667,247878.98509988503,-16245.51490011497,1.0417271910060308
1. Residencial anual,319,27,3,2053-03-01,0.95,912.0,212.92933958333333,699.0706604166667,223003.54067291666,-41120.95932708334,0.9371865546245709
2. Estudiantil x habitacion,319,27,3,2053-03-01,0.95,833.625,207.83496458333332,625.7900354166667,171895.38879791668,-92229.11120208332,0.7224012977428732
3. Turistico (Airbnb/Booking),319,27,3,2053-03-01,0.5566987298107781,2459.005093421784,1149.1262321353106,1309.8788612864735,456877.30607378646,192752.80607378646,1.920055919620872
4. Mixto (curso+verano),319,27,3,2053-03-01,0.95,833.625,207.83496458333332,625.7900354166667,248504.7751353017,-15619.724864698306,1.0443571134074456
1. Residencial anual,320,27,4,2053-04-01,0.95,912.0,212.92933958333333,699.0706604166667,223702.61133333333,-40421.888666666666,0.9401244435105415
2. Estudiantil x habitacion,320,27,4,2053-04-01,0.95,833.625,207.83496458333332,625.7900354166667,172521.17883333334,-91603.32116666666,0.725031220144288
3. Turistico (Airbnb/Booking),320,27,4,2053-04-01,0.575,2539.8439999999996,1177.9072195833332,1361.9367804166666,458239.24285420316,194114.74285420316,1.9257795455104145
4. Mixto (curso+verano),320,27,4,2053-04-01,0.95,833.625,207.83496458333332,625.7900354166667,249130.56517071836,-14993.934829281643,1.0469870358088604
1. Residencial anual,321,27,5,2053-05-01,0.95,912.0,212.92933958333333,699.0706604166667,224401.68199375,-39722.81800624999,0.9430623323965119
2. Estudiantil x habitacion,321,27,5,2053-05-01,0.95,833.625,207.83496458333332,625.7900354166667,173146.96886875,-90977.53113125,0.7276611425457029
3. Turistico (Airbnb/Booking),321,27,5,2053-05-01,0.6,2650.272,1217.2227795833332,1433.049220416667,459672.2920746198,195547.7920746198,1.9318020259492321
4. Mixto (curso+verano),321,27,5,2053-05-01,0.95,833.625,207.83496458333332,625.7900354166667,249756.35520613502,-14368.14479386498,1.0496169582102755
1. Residencial anual,322,27,6,2053-06-01,0.95,912.0,212.92933958333333,699.0706604166667,225100.75265416666,-39023.74734583334,0.9460002212824823
2. Estudiantil x habitacion,322,27,6,2053-06-01,0.95,833.625,207.83496458333332,625.7900354166667,173772.75890416667,-90351.74109583333,0.7302910649471177
3. Turistico (Airbnb/Booking),322,27,6,2053-06-01,0.625,2760.7,1256.5383395833335,1504.1616604166666,461176.4537350365,197051.95373503648,1.938123360937325
4. Mixto (curso+verano),322,27,6,2053-06-01,0.95,833.625,207.83496458333332,625.7900354166667,250382.14524155168,-13742.354758448317,1.0522468806116902
1. Residencial anual,323,27,7,2053-07-01,0.95,912.0,212.92933958333333,699.0706604166667,225799.82331458334,-38324.67668541666,0.9489381101684528
2. Estudiantil x habitacion,323,27,7,2053-07-01,0.3,263.25,170.76058958333334,92.48941041666667,173865.24831458332,-90259.25168541668,0.7306797575733697
3. Turistico (Airbnb/Booking),323,27,7,2053-07-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,462732.6733145833,198608.1733145833,1.94466347263956
4. Mixto (curso+verano),323,27,7,2053-07-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,251938.36482109854,-12186.135178901459,1.0587869923139253
1. Residencial anual,324,27,8,2053-08-01,0.95,912.0,212.92933958333333,699.0706604166667,226498.893975,-37625.60602499999,0.9518759990544232
2. Estudiantil x habitacion,324,27,8,2053-08-01,0.3,263.25,170.76058958333334,92.48941041666667,173957.737725,-90166.76227499999,0.7310684501996219
3. Turistico (Airbnb/Booking),324,27,8,2053-08-01,0.65,2871.128,1295.8538995833335,1575.274100416667,464307.947415,200183.447415,1.9512836621769278
4. Mixto (curso+verano),324,27,8,2053-08-01,0.65,2871.128,1295.8538995833335,1575.274100416667,253513.63892151523,-10610.86107848477,1.0654071818512934
1. Residencial anual,325,28,9,2053-09-01,0.95,912.0,212.92933958333333,699.0706604166667,227197.96463541666,-36926.53536458334,0.9548138879403936
2. Estudiantil x habitacion,325,28,9,2053-09-01,0.95,833.625,207.83496458333332,625.7900354166667,174583.52776041668,-89540.97223958332,0.7336983726010367
3. Turistico (Airbnb/Booking),325,28,9,2053-09-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,465864.16699454683,201739.66699454683,1.957823773879163
4. Mixto (curso+verano),325,28,9,2053-09-01,0.95,833.625,207.83496458333332,625.7900354166667,254139.4289569319,-9985.071043068107,1.0680371042527081
1. Residencial anual,326,28,10,2053-10-01,0.95,912.0,212.92933958333333,699.0706604166667,227897.03529583334,-36227.46470416666,0.9577517768263641
2. Estudiantil x habitacion,326,28,10,2053-10-01,0.95,833.625,207.83496458333332,625.7900354166667,175209.31779583334,-88915.18220416666,0.7363282950024516
3. Turistico (Airbnb/Booking),326,28,10,2053-10-01,0.625,2760.7,1256.5383395833335,1504.1616604166666,467368.3286549635,203243.82865496352,1.964145108867256
4. Mixto (curso+verano),326,28,10,2053-10-01,0.95,833.625,207.83496458333332,625.7900354166667,254765.21899234856,-9359.281007651443,1.070667026654123
1. Residencial anual,327,28,11,2053-11-01,0.95,912.0,212.92933958333333,699.0706604166667,228596.10595625,-35528.39404375001,0.9606896657123345
2. Estudiantil x habitacion,327,28,11,2053-11-01,0.95,833.625,207.83496458333332,625.7900354166667,175835.10783125,-88289.39216875,0.7389582174038664
3. Turistico (Airbnb/Booking),327,28,11,2053-11-01,0.6,2650.272,1217.2227795833332,1433.049220416667,468801.3778753802,204676.87787538022,1.9701675893060737
4. Mixto (curso+verano),327,28,11,2053-11-01,0.95,833.625,207.83496458333332,625.7900354166667,255391.00902776522,-8733.49097223478,1.0732969490555377
1. Residencial anual,328,28,12,2053-12-01,0.95,912.0,212.92933958333333,699.0706604166667,229295.17661666666,-34829.323383333336,0.963627554598305
2. Estudiantil x habitacion,328,28,12,2053-12-01,0.95,833.625,207.83496458333332,625.7900354166667,176460.89786666667,-87663.60213333333,0.7415881398052813
3. Turistico (Airbnb/Booking),328,28,12,2053-12-01,0.575,2539.8439999999996,1177.9072195833332,1361.9367804166666,470163.31465579686,206038.81465579686,1.975891215195616
4. Mixto (curso+verano),328,28,12,2053-12-01,0.95,833.625,207.83496458333332,625.7900354166667,256016.79906318188,-8107.700936818117,1.0759268714569528
1. Residencial anual,329,28,1,2054-01-01,0.95,912.0,212.92933958333333,699.0706604166667,229994.24727708334,-34130.25272291666,0.9665654434842754
2. Estudiantil x habitacion,329,28,1,2054-01-01,0.95,833.625,207.83496458333332,625.7900354166667,177086.68790208333,-87037.81209791667,0.7442180622066961
